,context,by,when,post
17,crash, 0,Problema con di\\xc3\\xa1logos en el juego.,Game hard crashes randomly
18,crash, 3,Cannot initialize DirectInput. ( DirectX 8 required.),My GPU software is crashing when launching Arma 3
19,crash,Sep 5 @ 6:20am,I bought Arma 3. Now what ?,"It seems the game launch, but then it black screens and my PC crashes. It also changed the image format when launching. Is there a way to fix this ?"
20,crash,Alaskan Glitch,Sep 9 @ 6:41am ,"If I\\\'m understanding you correctly, you launch the game and the Arma III launcher appears.  You then select ""Play"" and you see the BIS loading screen.  Then the screen resolution changes and your screen goes black.  Then your PC crashes.Is that an accurate summary?Are you loading any Mods?  Have you tried starting the game without Mods?Normally, when you launch the game it will begin loading the Mods you have selected.  Depending on the number of Mods you are loading, this may take a few seconds.  Once loaded the screen will go black when it initializes the Mods.With just the information you provided it sounds like a Mod may be having a problem initializing and causing Arma III to crash.  Although it should not have any effect on your O/S or cause your PC to crash.If you can provide more information it may help resolve the problem."
21,crash,Can\\\'t open debug menu in 3den?, 6,Too many virtual memory blocks requested (crash)
22,crash,"Nov 17, 2019 @ 2:27am",Random Wrenches EVERYWHERE?!? (MP Bug),"Anytime a player attempts to control some ground drones or AI try to drive APCs/IFVs there\\\'s a strange bug that happens:A lot of wrenches drop everywhere around the asset, and I mean A LOT. The multiple wrench assets tend to cause a huge drop in client FPS to the point where everyone, regardless of hardware specs, frame skip. Sometimes this results in a client\\\'s game crashing.This has happened with the ED drones, the Stomper UGV and APCs/IFVs both when placing them down in Zeus or telling AI to man them.This bug only seems to happen on MP servers."
23,crash,ShadoWdeGrey,May 21 @ 11:06am ,"same here , cant load old man resume buttom , crash to desctop with that memory message,tech specs i7 9900k, 16Gb Ram, 500GBSsd, GTX1070Ti 8GbVRam, 4TB HDD... solve this with an update, i refuse to do your job for you Bohemia..."
24,crash,            ,                Showing 1-6 of 6 comments            ,"Try these:Verifiy game cacheSelecting another memory allocator in the launcherEnable, or increase the size of your Pagefile. \\xe2\\x86\\x90 Most likely the fix (:If none of these do anything, please upload your .rpt & crash logs here https://feedback.bistudio.com/project/view/1/"
25,crash,arma 3 class switching in campaign, 2,My game crashes when i dont want to run it with BattleEye
26,crash,#8,"Jul 6, 2019 @ 11:08am ","Originally posted by \\xf0\\x9d\\x95\\x83\\xf0\\x9d\\x94\\xb9\\xe2\\x84\\x9dWhite Wolf:exactly the reason i need a refundsingeplayer is decend tho, but singleplayer will stop being fun in around 10 more hours or even less Try playing MP on a low population server. Those run well since little Timmy and Basement Billy aren\\\'t crashing helicopters into everybody\\\'s faces so they can get good material for a YouTube video. I recommend looking for servers that run Co27 Insurgency. That\\\'s a really lightweight mission that runs fairly well on anything better than a literal toaster."
27,crash,"May 17, 2019 @ 9:20pm",Warlords is gonna die if you don\\\'t fix it!,"It used to be so much fun, but now with the new updates, with every SAM site/radar being spawned it just creates too much stress for the server and causes the server to crash. It is incredibly rare that any side gets to even finish the game, like yesterday we were a few towns away from capturing their HQ but then the server crashed...Today, played for a few hours, it was a great battle and then all of a sudden, crash( https://steamcommunity.com/sharedfiles/filedetails/?id=1744452355 )Its quite annoying and is starting to really be a hinder on the game, I hope you guys fix this quickly because is honestly the only gamemode I enjoy on Arma III and don\\\'t want to have to leave the game because we can\\\'t even finish a game.I would also like to add that we have an influx of player due to steam sales, super awesome, but I wish they didn\\\'t have to join the servers in the current state. It sucks to say ""well don\\\'t spawn too many of these and HOPEFULLY the server wont crash"" :/"
28,crash,Aug 30 @ 8:18pm,Does Arma 3 (Koth) need more than 8GB of Ram?,"Hello,I use a modified Win10 which uses about 1.7 GB of my 8 GB RAM in ""idle"" mode. If I play Arma 3 (Koth) the total memory usage goes up to about 7.2 GB (as the highest observed), maybe even more. I have set that Win10 should automatically release RAM via the SSD. Nevertheless, Arma 3 crashes with me. Shortly before, it is also noticeable that in-game content such as textures are not loaded, but only when zooming. 6GB RAM is recommended on the A3 shop page. I\\\'ve never had such problems before. Do I need more RAM?Ask for tips.thank you"
29,crash,Aug 29 @ 2:54pm,My game crashes when i dont want to run it with BattleEye,My game crashes every time I try to run it without battle eye someone plz help
30,crash,My game keeps on getting a error when I try to run Arma without Battleye, 5,Star Wars: Opposition Mod crashing upon game launch.
31,crash,"Sep 23, 2018 @ 9:51am",Star Wars: Opposition Mod crashing upon game launch.,"That\\\'s basically all there is to say about it;Here\\\'s some extra things note,Exit Code: 0x0000DEAD-UnknownRunning Time: 00.01.48.7725The Error Messages I received when crash occurs,(yellow alert) Addon \\\'swop_weapon_holding\\\' requires addon \\\'ACE_common\\\'(red alert, the one that crashes) Include file z\\\\ace\\\\addons\\\\medical\\\\script_component.hpp not found."
32,crash,"Feb 15, 2019 @ 7:50pm",Blackfoot down mission issue,"After, defending the crash site, in which case I lose one of my squad mates (do I fail the mission if one dies?), I get the task to place the charges, but there is no way point on the blackfoot wreckage.  Should there be a way point on it?  Then, I place the charge, though it does not go in the \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 pit itself, nor on the opened compartment at the back, I either time it for 40 seconds, or detonate the charge, nothing happens after.  The wreckage detonates, but I do not get any prompts to proceed back to Maxwell camp.  So, I\\\'m stuck on that mission.  Btw, I downloaded the game during free weekend to give the game a try."
33,crash,                Showing 1-15 of 16 comments            ,"They should at least make spawn team killing impossible, most of the time I want to play I join a server and some idiot comes up and shoots whole team or waits and spawns a apc just to shoot up the spawn and when he runs out of ammo he just gets in the driver seat to run the spawn over..... until he is blown up and repeat.","I see people that just shoot people in the kneecaps to annoy them. Makes you have to heal every time you spawn, and doesn\\\'t count as spawn killing so they don\\\'t even get penalties for it.Also see people that wait at the airfield for someone to spawn aircraft, then they jump in and purposefully crash it. Also seen people just sit at airfield and launch missiles at allied aircraft."
34,crash,Jun 15 @ 1:13pm,"Game ""not responding""ings when I alt tab out from the main menu","it doesn\\\'t crash, but the only option I have is to kill it in task manager and open it again."
35,crash,Jan 26 @ 8:54am,How to use SSPCM in mission: old man?,"Well, the situation is I had a good time\\xe2\\x80\\x8b with this new mission until it crash my game several times. And finally, my game crashed once i start this mission. I had play this mission for 20h. You can imagine what I feel when I finally decided to restart the mission.The funny thing is I know I can\\\'t play it for too long. Because I discover the more times you come home, the more radios spawn on the floor. Same issue happen to all radio with music. My PC can\\\'t afford that. I just want to know what story dose old man want to tell. But there are too many bugs.\\xe2\\x80\\x8bSo I want to use cheat to against bug. Finish all mission before game crashed. SSPCM is ready in game. But I can\\\'t find the option in map due to the new interface. Any other way to cheat?"
36,crash,Aug 22 @ 9:48am,Low FPS,"Hey there, I just bought Arma 3 and what was jarring to me was the low but consistent FPS.When I first started the game, it held at a steady framerate of 75 on default Ultra preset and this was constant during the Virtual Reality prologue mission. However when I finally loaded into the Altis map, it goes down to 54-56, not too low to make it choppy but certainly low enough to be noticeable.Must just be my settings right? I just could not handle Ultra, right? Nope. Even when setting everything to low, it still maintains 54-56 FPS. So clearly, a trouble with my CPU, right? Nope. My CPU utilization never exceeded 30% and checking the cores in task manager, none of them were particularly taxed as there were no cores that was maxed out.EDIT: Just to add, disabling VSYNC weirdly causes the framerates to crash to single digits. I\\\'m forced to keep it on because disabling it  makes the game a literal slideshow.Can someone help me fix this? I just want to play the game smoothly."
37,crash,"Mar 9, 2019 @ 9:36pm",Warlords Toxicity,"Ok, so in the latest patch notes I saw that the ""timeout"" for team killing can be upwards of 5 minutes. COOL, now here\\\'s what i saw in my last match. People now stealing vehicles at airbase and crashing them. Which is more damaging than killing someone at spawn and kills servers QUICK AF. Can we not make a workaround fix and just enable a lower percentage of players to be able to vote an admin or vote kick someone? Lets stick to basics.Sorry if i do not understand the full concept of what needs fixed, I just understand that this has been a day one problem and it has not been fixed yet. For the love of god do not implement some dumb new timeout for crashing your vehicles."
38,crash,Wei\\xc3\\x9fbrot,"Mar 24, 2019 @ 11:39am ","Originally posted by kingblumpkin420:Ok, so in the latest patch notes I saw that the ""timeout"" for team killing can be upwards of 5 minutes. COOL, now here\\\'s what i saw in my last match. People now stealing vehicles at airbase and crashing them. Which is more damaging than killing someone at spawn and kills servers QUICK AF. Can we not make a workaround fix and just enable a lower percentage of players to be able to vote an admin or vote kick someone? Lets stick to basics.Sorry if i do not understand the full concept of what needs fixed, I just understand that this has been a day one problem and it has not been fixed yet. For the love of god do not implement some dumb new timeout for crashing your vehicles. In ""Mount & Blade"" and many other games still exist the option of a majority vote to kick or bann a player, i have no idea why it doesnt exist in Arma."
39,bug,OFFICIAL BUG LIST,"Hi! I am the world 1st in  Deathmatch mode , so I can claim I have seen and played the game quite a lot.",This is the (now) official bug list:
40,bug,#10,"Jun 24, 2014 @ 4:20pm ","I can boot up the game but when I create a new game, I spawn all bugged in the air or somehting, so I can\\\'t do anything...Edit: Checked files and it appears I was missing 5 files all of the sudden o_o...Edit of the edit: That fixed it for me! :D"
41,bug, 0,"Dec 16, 2013 @ 11:02am",How to report a bug
42,bug, 3,Jul 24 @ 1:45am,bug discovered
43,bug,aFatman2theFace,"Feb 21, 2017 @ 8:03am",i found a really scary bug.
44,bug,How to get the Dressing Doll and Puppeteer achievement,by Roque_THE_GAMER,How to get the bugged achievements for achievement hunt....
45,bug,Custom Face Skins,by ASmallDinosaur,This is a guide showing you how to apply a custom face in ArmA 3 as this feature is poorly documented and not well known. This feature is also extremely buggy and doesn\\\'t function correctly sometimes. Thanks to Eutyches and MasterLobster for linking some t...
46,bug,by Meda,"This guide explains how to make ""pixel art"" in Arma 3 using the editor....",Spawning Vehicles through the Debug Console
47,bug,Spawning Vehicles through the Debug Console,by Chickens 3 : Tommy 1,"Sometimes a vehicle is needed to spice up gameplay, get around a glitch or to use a mod to fill in for the game vehicle; the debug console can be right here to help!..."
48,bug,How to fix 4 FPS Bug,by Mouse,"This is the bug where the game slows down to 4 fps accompanied with weird graphical settings, this is a quick fix to stop it from happening!   to include 64bit...."
49,bug,How to find your friend\\\'s/friends\\\' games!,by I would love to see leafy,If you are having trouble connecting or even finding your friends\\\'/friend\\\'s servers than just follow my guide to sweet victory in the battle against the bugs of the games!...
50,bug,Shinden-EX,Sep 24 @ 12:04pm ,"Originally posted by ShelLuser:Contact and Cold War have solid single player campaigns, but in the end every DLC adds something useful to play with using Eden. And of course the showcase missions though they\\\'re a bit short. the GM campaign is buggy as \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 lol, the first mission already bugged out for me and i couldnt complete it because of that."
51,bug,#2,Sep 24 @ 12:09pm ,"Originally posted by Shinden-EX:the GM campaign is buggy as \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 lol, the first mission already bugged out for me and i couldnt complete it because of that. Worked fine for me. But do make sure you didn\\\'t combine that with other mods and such, otherwise I can easily see why you might run into issues.Worst I\\\'ve experienced was that a few soldiers got overrun in a replay."
52,bug,#3,Sep 24 @ 12:13pm ,"Originally posted by ShelLuser:Originally posted by Shinden-EX:the GM campaign is buggy as \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 lol, the first mission already bugged out for me and i couldnt complete it because of that. Worked fine for me. But do make sure you didn\\\'t combine that with other mods and such, otherwise I can easily see why you might run into issues.Worst I\\\'ve experienced was that a few soldiers got overrun in a replay. maybe LAMBS AI affected it? only AI mods i run are lambs danger and supression."
53,bug,El Giggi,Sep 24 @ 2:56pm ,"Originally posted by Shinden-EX:Originally posted by ShelLuser:Worked fine for me. But do make sure you didn\\\'t combine that with other mods and such, otherwise I can easily see why you might run into issues.Worst I\\\'ve experienced was that a few soldiers got overrun in a replay. maybe LAMBS AI affected it? only AI mods i run are lambs danger and supression. AI mods usually cause problems if the mission or campaign wasnt originally designed with these mods. Dont wonder about buggy campaign missions if you are using AI mods.GM campaign worked fine for me, too.@OP:Laws of War is the, imo, the best singleplayer campaign DLC you can get. But its not your typical Military Shooter stuff. And it has some pretty educational  scenarios. If you want more OG arma shooter feel go with Contact. It also has a great Campaign. With aliens though.If you want pure no-nonsense tactical military shooter gameplay go with GM or Tac-Ops. Both dont really have a ""Story"". more a setting and missions to play. GM is a classical campaign, while Tac-Ops are indiviual scenario that you can play through multiple times by choosing a different unit. "
54,bug,Sep 4 @ 2:16pm,Able to explore Tanoa without owning Apex DLC,"I launched Arma today and went straight to the editor, when you select a map, it always starts on Tanoa(at least for me) and usually i can\\\'t play it because i do not own the Apex DLC, however, today, instead of the ""purchase"" option being there where you\\\'d usually hit continue on a map to load was indeed the word ""continue"". Knowing I didn\\\'t own the dlc, this was very odd, but curious, I wanted to see what it looked like. So I launched the map and it didn\\\'t immediately go into the loading screen like normal, it kind of took a second before actually going to the loading screen but then there I was, loaded into the map. I explored a lot of it before actually putting someone down and playing a scenario. As soon as i did that though, and clicked play scenario, I was loaded in for a mere 2 seconds before everything became really framey and then it kicked me out back to editor and brought up the error message ""Mission terminated because dlc content required"". I was wondering if this is a bug or simply a small change BI did so you could explore content before purchasing it. Which by the way, i think is smart because now I want to buy this dlc just because the map looks great."
55,bug,#14,TacShooter,You might want to look into what caused my Steam installation of Arma 3 to delete/uninstall while I was scrolling through the alphabetized server list in the Server Browser.  This reminds me of the bug in OFP:R that wiped my whole secondary hard drive when I tried to host a game with DirectPlay (I think it was).
56,bug,Cpl P. Larkins,Apr 21 @ 2:30pm ,"Yeah it\\\'s a failure. Just as buggy if not worse than the beta, LOL!"
57,bug,Scripts: Server Maintenance and Cleanup,by \\xf0\\x9f\\x8d\\x95 M9A3,Features a bundle of (SQF) scripts intended to help maintain server performance. *Includes FIX for a bug in Zeus that restricts the Game Master from spawning more AI* The Routine Cleanup script is also included in this bundle.  Routine Cleanup preserves ea...
58,bug,This quick reference guide will explain the fundamental needs of the SOFs community......,Filling in Unfinished Textures Tutorial,"Some unfinished textures (that are not naturally seen in the game), such as the CSAT Panther hex camo skin, can be applied to vehicles and other objects using the debug console. However, the parts of the vehicle that are not yet textured can be filled in w..."
59,bug,by 2Redmen,This guide will teach you how to install and add task force radio to your teamspeak plugin...,ARMA 3 Shakes bug [SOLVED]
60,bug,"""Shiver my timbers! I can\\\'t hit nothing with these shakes!!!11""",It\\\'s mainly a server side problem.,"We\\\'ve all been through that and now you can put a stop to it, just follow these steps and rid your server of this shaky design bug."
61,bug,V. Berlioz,Sep 23 @ 2:27pm ,You\\\'ll probably have to submit the bug report directly to HCPookie on the workshop page or in a dedicated bug reporting thread on the workshop page. I don\\\'t know if he monitors this forum.
62,bug,Sep 15 @ 5:56pm,Code for revealing all unit on map?,I am currently testing a mission I just made but I need a code like that to test it out. And I got no idea how to work it out.So pls help me with creating a code which I can put that in debug console and it will reveal all units on map (including ai) persistently.
63,bug,xd0\\x9f\\xd1\\x80\\xd0\\xb8 \\xd0\\xb7\\xd0\\xb0\\xd1\\x85\\xd0\\xbe\\xd0\\xb4\\xd0\\xb5 \\xd0\\xbd\\xd0\\xb0 \\xd1\\x81\\xd0\\xb5\\xd1\\x80\\xd0\\xb2\\xd0\\xb5\\xd1\\x80 \\xd1\\x87\\xd1\\x91\\xd1\\x80\\xd0\\xbd\\xd1\\x8b\\xd0\\xb9 \\xd1\\x8d\\xd0\\xba\\xd1\\x80\\xd0\\xb0\\xd0\\xbd, 2,is the loading screen bug ever going to get fixed?
64,bug,            ,                Showing 1-2 of 2 comments            ,"So this seems like a rather serious bug, I would not hesitate to go and report this in official BI forums. I also just peeked into the official ARMA discord and someone also ran into the same problem you did in EU00 and even got a name for the person who did it - regardless, go make an official post about it on their forums - maybe someone even already did for you."
65,bug, ,     A...,Forward Vector Stuck & Free-look bug
66,bug,Hash,"Jan 11, 2015 @ 12:06pm ","If you dont buy the DLC but still use its assets then yes you\\\'ll get ads,boohoo, somebody gotta pay the buggers ffs, dont go on servers that use the DLC or buy it simple."
67,bug,#7,"Jun 14, 2015 @ 8:02am ","Originally posted by HashSlaYer:Originally posted by emcee:Basically, ARMA 3 has been sullied with DEMOWARE.  It is not even tucked away, it is in your face.  It\\\'s like watching a DVD and having a trailer for another movie popping up in the corner of the screen every now and again. After you used the paid for DLC for free though you and others seem to forget that small detail, dont use the DLC stuff, no adverts. But on some occasions, especially in some game modes/mods the DLC is not marked as such and accidental use can occur, especially when using the helis as a passenger.  This is not the fault of the server ops as they are given the DLC system and are using it as they see fit.BI will tell you that the system for DLC is so as not to divide the community but it is alienating those who may not be able to afford extra DLC and these people have to either choose not to use certain game modes/mods, and thus only getting half value from the FULL game they have purchased, or to put up with pop-ups/advertising.OK, so eventually, you learn which guns are DLC and which are ""normal"" but one of the biggest gripes I have is the fact you cannot even be a passenger in a DLC helicopter without getting bugged by the DLC sales pitch.  I can understand not being allowed to pilot a DLC heli, or be a gunner, but a passenger?Nobody is saying BI should not give people the ""option"" to purchase and download DLC stuff but the whole BI DCL system is a lazy, one size fits all, solution and it is, indeed, dividing the Arma 3 community by the way they have implemented it."
68,bug,"That is the sad truth. If you buy the DLC, there is no annoying popups.I have supported BIS so far by buying but they make it harder and harder for the community.In ArmA2, the official addons had a low polygon level for players without the DLC. It didn\\\'t have other restrictions.For the developer, it is important to keep the compatibility, so all players can play together, no matter who has the DLC.In other games, it\\\'s like, when you don\\\'t have the addons, you can not play the mission.I am most disturbed by the fact, there are players who are equipped with the reflective overalls from the Kart-dlc and destroy the immersion in the multiplayer.It\\\'s my own fault, I have paid for it, BIS have already received my money for the not yet released ""Marksman DLC"" and they are probably going to messing it up, too.Originally posted by Cur:can it realy be the case that a game i have payed for forse me to stay logged on to a server for a peroide to advertise it\\\'s DLC.... and it puts it in to the game so i get my screen filled with logos and a message to push the DLC on me again.... basicly if you don\\\'t buy the DLC they will anoy you untill you do. is this realy the message you want to send? ",Originally posted by Cur:,"Originally posted by HashSlaYer:If you dont buy the DLC but still use its assets then yes you\\\'ll get ads,boohoo, somebody gotta pay the buggers ffs, dont go on servers that use the DLC or buy it simple. i cannot use the choppers nor can i even buy them (in koth) but even then, you think it\\\'s cool they forse me/us to have a ""log off"" time so they can advertise the DLC? i mean it\\\'s not like it\\\'s a free2play game... it is expensive enugh in it\\\'s base and i have no interest in neither the choppers nor the go kart\\\'s. what i do tho have an interest in is the game i bourght and payed for to work as it always did..."
69,bug, 10,Sep 19 @ 3:52pm,UAV Drones Sentinel and Greyhawk GBU bombs bug after recent update
70,bug,Cuttlefish,Sep 18 @ 7:54am ,"Originally posted by Alaskan Glitch:It has been my experience that those who are unhappy with the AI in Arma III, particularly when it pertains to AI teammates, it is because they are unfamiliar with how to use them properly.  Yes, this.You have to know how they will behave under certain conditions to understand why they are following an order in an unexpected manner, or not at all.  More often than not, it is operator error. I agree.An exception I think, is of buggy behavior in Zeus sometimes. I would start a thread asking about it myself (but perhaps, there are no definitive solutions), at one point I thought I understood why they sometimes do what they do in Zeus though. I thought I had an idea about why exactly but forgot.When the AI randomly want to get into various vehicles after removing them from your group, and they refuse to do other orders via Zeus until doing so.Also, another exception is when they get stuck inside buildings and other areas."
71,bug,#12,Sep 18 @ 8:29pm ,"Originally posted by Cuttlefish:I agree.An exception I think, is of buggy behavior in Zeus sometimes. I would start a thread asking about it myself (but perhaps, there are no definitive solutions), at one point I thought I understood why they sometimes do what they do in Zeus though. I thought I had an idea about why exactly but forgot.When the AI randomly want to get into various vehicles after removing them from your group, and they refuse to do other orders via Zeus until doing so.Also, another exception is when they get stuck inside buildings and other areas. I\\\'m afraid that I have not had enough experience with Zeus to note its behavior.  Although there have been times when I have experienced AI path finding issues using waypoints issued through Zeus.  I wasn\\\'t sure if it was a bug or user error.Mounting and dismounting vehicles, when not ordered to do so, definitely sounds like a glitch of some sort.  I\\\'m not sure if it qualifies as a ""bug"" unless it is repeatable.  More like some portion of your memory got corrupted.I use to experience all kinds of issues, not just AI problems either, when I only had 8 GB.  After I upgraded to 32 GB pretty much all those problems disappeared.  Arma III is a real memory hog, and 8 GB just barely cuts the mustard.I have gotten stuck in buildings before, but that was because they didn\\\'t conform to the maximum width and length, so the geometry LOD caused clipping and collision problems.  I have never experienced that problem on any of the vanilla BIS maps."
72,bug, 2,Sep 18 @ 7:48am,"xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 and bugged alien dlc, close encounter problem."
73,bug,[503] A. Soldier,Sep 18 @ 4:23am,[FR][EN] Bug avec les touches de d\\xc3\\xa9placement/ Move keys bug.
74,bug,"From what I can tell, it looks like IFA3 couldn\\\'t initialize a file which the script needed, so it threw an error. What does your modlist look like? This could be a conflict between two or more mods, especially if it\\\'s big and/or has conflicting versions of the same PBO.",https://docs.google.com/document/d/1g2BzSB6U8x823KpiliTLpNnzXtZpj0cXUqCu_gF8j60/edit?usp=sharing here are the other mods i use,"Originally posted by EeshSinGer:https://docs.google.com/document/d/1g2BzSB6U8x823KpiliTLpNnzXtZpj0cXUqCu_gF8j60/edit?usp=sharing here are the other mods i use That\\\'s a really extensive modlist. Process of elimination will be pretty tricky, but I\\\'d start close to the source - IFA3. Disable mods dependent on IFA3 one-by-one until the error stops. The last one you disabled is the one that causes the bug."
75,bug,"May 24, 2018 @ 6:23pm",UAV Drones Sentinel and Greyhawk GBU bombs bug after recent update,"Hi Developer,  I am an experience UAV player.  For yrs before the recent update all Drones GBU bombs can be locked with a diamond lock on targets.  After update, it\\\'s bug.  Cannot locked with a diamond lock( that will home in the kill ) anymore.   Not working anymore till today I am requesting help.  Please.  I beg you to help correct this issues.   I pay and love this UAV so much yet no Developer willing to resolve this bug.  Please help."
76,bug,Sams,"May 25, 2018 @ 12:19am ","It\\\'s not a bug. The bombs now lock on after launching.  So the current procedure is to lase the target, drop bomb to its general direction, and the bomb will home in on it by itself. There\\\'s no more locking."
77,bug,Erinval,Sep 19 @ 2:50am ,"Originally posted by SFWSv:Hi Developer,  I am an experience UAV player.  For yrs before the recent update all Drones GBU bombs can be locked with a diamond lock on targets.  After update, it\\\'s bug.  Cannot locked with a diamond lock( that will home in the kill ) anymore.   Not working anymore till today I am requesting help.  Please.  I beg you to help correct this issues.   I pay and love this UAV so much yet no Developer willing to resolve this bug.  Please help. It is the same for me."
