,context,by,when,post
10,crash,"intel i7-3770, 3.40GHz, 16 GB ram, geforce GTX 660 Ti 3 GB, basicly no lag on highest settings, tho i havent tryed tower defence mode much","my game crash after hit play intel core i5 3330 ram 8gb, gforce gt220","Originally posted by Lion:my game crash after hit play intel core i5 3330 ram 8gb, gforce gt220 Your video card is below the minimum requirements."
11,crash,"Feb 28, 2015 @ 12:43am",Easiest way to gather stuff I\\\'ve found,"Find a seed that has the crashed ship planted in a mountain. Build a wall of wood or whatever you want at the bottom of said mountain. If you\\\'re close enough to the ship youll see the item boxes come tumbling down the slope. adjust wall, dig ditches, ect.. to collect boxes (be fast they dont stay long usually 1 or 2 looted by the time they dissapear. 3 or 4 if they clump)i dont know if mine is in a ""sweet spot"" but i wait a min or two and computer lags a lil bit.. and down come another bunch of lootable crates...  hope this helps!sorry if someones already posted this eh :-)"
12,crash,"Jan 27, 2017 @ 3:54am",Download StarForge Free (DRM Free) (Player response thread),"We\\\'ve decided to remove StarForge from sale on Steam tomorrow (Jan 27th) and release a free version (DRM Free) on our website. We also fixed a crash that would randomly occur upon starting a new game with Windows 10 users. We do not have any plans at this time for further development of the game.Download StarForge Free (DRM Free) here:http://www.codehatch.com/games.htmlThe game can still be downloaded and played via your Steam account as normal.______________________________EndSince that topic is locked, and they\\\'re too busy to respond to us anyway. Feel free to post your relentless torrent of humor here.I found the part where they said ""We do not have any plans at this time for further development"" quite amusing, as if no one had noticed."
13,crash,"Oct 15, 2015 @ 10:09am",Starforge Crash Report ~HELP~,"I tried to play starforge and it crashed when it opendUnity Player [version: Unity 4.5.5f1_7684ad0c5a44]StarForge.exe caused an Access Violation (0xc0000005)  in module StarForge.exe at 0033:d4eae691.Error occurred at 2015-10-15_120612.C:\\\\Program Files (x86)\\\\Steam\\\\steamapps\\\\common\\\\StarForge\\\\StarForge.exe, run by NAME.60% memory in use.4021 MB physical memory [1576 MB free].5429 MB paging file [2634 MB free].134217728 MB user address space [134216758 MB free].Read from location 00000015 caused an access violation.Context:RDI:    0x3c4043e8  RSI: 0x3bafc2a0  RAX:   0x3c4045e8RBX:    0x3bb188a8  RCX: 0x3c4043e8  RDX:   0x00000001RIP:    0xd4eae691  RBP: 0x00000000  SegCs: 0x00000033EFlags: 0x00010206  RSP: 0x00a6ef70  SegSs: 0x0000002bR8:    0x00000004  R9: 0x00000000  R10:   0x00000004R11:    0x00000000  R12: 0x00000000  R13:   0x0486fce8R14:    0x00000000  R15: 0x3bb188c8Bytes at CS:EIP:41 80 7b 15 00 75 12 49 8b 45 00 48 8d 54 24 58 Module 1C:\\\\Windows\\\\SYSTEM32\\\\xinput1_3.dllImage Base: 0x00400000  Image Size: 0x0001e000File Size:  107368      File Time:  2007-04-04_185422Version:   Company:    Microsoft Corporation   Product:    Microsoft\\xc2\\xae DirectX for Windows\\xc2\\xae   FileDesc:   Microsoft Common Controller API   FileVer:    9.18.944.0   ProdVer:    9.18.944.0Module 2C:\\\\Program Files (x86)\\\\Steam\\\\vstdlib_s64.dllImage Base: 0x5ea30000  Image Size: 0x00066000File Size:  322128      File Time:  2015-10-14_135634Version:   Company:    Valve Corporation   Product:    Steam   FileDesc:   vstdlib_ s.dll   FileVer:    3.2.92.20   ProdVer:    3.0.0.1Module 3C:\\\\Program Files (x86)\\\\Steam\\\ier0_s64.dllImage Base: 0x5eaa0000  Image Size: 0x001e4000File Size:  330832      File Time:  2015-10-14_135632Version:   Company:    Valve Corporation   Product:     tier0_s Dynamic Link Library   FileDesc:   tier0_s Dynamic Link Library   FileVer:    3.2.92.20   ProdVer:    1.0.0.1Module 4C:\\\\Program Files (x86)\\\\Steam\\\\steamclient64.dllImage Base: 0x5ec90000  Image Size: 0x00c39000File Size:  12635296    File Time:  2015-10-14_135632Version:   Company:    Valve Corporation   Product:    Steam   FileDesc:   Steamclient.dll   FileVer:    3.2.92.20   ProdVer:    3.0.0.1Module 5C:\\\\Windows\\\\SYSTEM32\\\\MSVCR100.dllImage Base: 0x5f8d0000  Image Size: 0x000d2000File Size:  829264      File Time:  2011-06-11_011538Version:   Company:    Microsoft Corporation   Product:    Microsoft\\xc2\\xae Visual Studio\\xc2\\xae 2010   FileDesc:   Microsoft\\xc2\\xae C Runtime Library   FileVer:    10.0.40219.325   ProdVer:    10.0.40219.325Module 6C:\\\\Program Files (x86)\\\\Steam\\\\steamapps\\\\common\\\\StarForge\\\\steam_api64.dllImage Base: 0x5f9b0000  Image Size: 0x00022000File Size:  121768      File Time:  2015-10-15_120450Version:   Company:    Valve Corporation   Product:    Steam Client API   FileDesc:   Steam Client API   FileVer:    2.8.75.99   ProdVer:    1.0.0.1== [end of error.log] ==Please help me D: i tried reinstalling aswell D:"
14,crash,Coovargo,"Nov 8, 2015 @ 12:42am ","It would appear that you don\\\'t have sufficient memory to run this game. Access violations are usually caused my programs trying to access memory that was not successfully allocated. I would probably say try to get your environment to as low memory as possible, or increase the RAM to 8GB. Without additional information, the exact cause of your error cannot be absolutely attributed to the issue I\\\'ve stated above. Does it crash when you open it? What operating system are you running? What are your system specs?"
15,crash,#4,"Nov 28, 2015 @ 12:16pm ",It starts to crash when I am loading into a sever and when I try loading into Singleplayer aswell.
16,crash,Munchkin,"Jul 11, 2015 @ 6:17am",Terrain generation and regular server crash and rollback.
17,crash,Zommes,"Jun 10, 2015 @ 3:02pm",crashing or booting from game
18,crash,slimmykun,"May 24, 2015 @ 12:41pm",crash report
19,crash,i found a really scary bug., 6,Startup crash w/ error
20,crash,Gordholm,"Oct 29, 2015 @ 11:49am ","im using win10 , in the first instance my game crashed after main menu, second try i just changed compatibilty mode for starforge.exe to windows 7 and now it runsgl"
21,crash,Point Orbit,"Nov 28, 2015 @ 12:25pm ","Originally posted by Gordholm:im using win10 , in the first instance my game crashed after main menu, second try i just changed compatibilty mode for starforge.exe to windows 7 and now it runsgl Ya..... That didn\\\'t work"
22,crash,Originally posted by Adracamas:Now game broke.. great. You know that the game didnt do update since 2014.And why the developer give up please answere why they do this ,Originally posted by Adracamas:,"Originally posted by Gordholm:im using win10 , in the first instance my game crashed after main menu, second try i just changed compatibilty mode for starforge.exe to windows 7 and now it runsgl Thx a lot because i forget the mode."
23,crash,Xilo The Odd,"Jul 13, 2014 @ 5:40pm ",aww the cheat commands no longer work? bummer it woulda made recovering my stuff from the crashed ship a bit easier when i die.
24,crash,S3nt1n3l,"Jul 19, 2014 @ 9:14am ","I\\\'ve got the same problem. Been playing for a while and then suddenly it stays night. The sky appears to move, but then stops. Once the large planet with the Asteroid crashing into it disappears below the horizon it just stops. I think that\\\'s when the day cycle is supposed to start."
25,crash,#1,"Jun 25, 2014 @ 3:01am ",well what i figured out is you can go to the crashed ship and find fwe containers.you can find some ingots it\\\'s still not enough but it\\\'s better than nothing.but be aware of radiation! i reccomend starting a base neer the ship.
26,crash,WTWR ch1m3r4c0mpl3x,"Jun 29, 2014 @ 3:02pm ","Originally posted by NeoLoger:wtf is voltronic ore? Once upon a time, before Power Rangers were a thing, there was a giant, piloted, humanoid robot, made up of smaller, piloted, felinoid robots, and his name was Voltron. I think he crashed and died on Atlas."
27,crash,#6,"Jul 14, 2014 @ 5:07am ","Originally posted by Frieza26:try navigating by the suns position and the rotation of the planet, sun rises in the east, or use landmarks, thats the strategy Ive been using the whole time ive ever played it. Yeah, I\\\'ve started using the spawn tower thing and the crashed ship to sort of triangulate a position."
28,crash,"Aug 15, 2014 @ 5:12am",My latest gameplay session :),"I just had a great SP session where I raided a crash landed spaceship and had to fight against monsters inside its dark and oppressive corridors! 8-]I built a reinforced wooden blocks ramp to get to one of the open hatches up high in the back of the ship, then jumped in...I used my Combat Rifle to kill some of the monsters at the other end of the corridor.Then I neared the entry room with my trusty Shotgun and cleared it: I found other rooms and several storage crates with high-end Blueprints and materials inside.I was disappointed when I found out I could only loot part of the ship since one of the inner corridors was collapsed and full with debries. I\\\'ll have to try entering from the other side of the ship too in the future.One of the blueprints I found was the Graphene Drill (which is presently the best one in the game) and I checked if I had all the necessary materials to craft it. Obsidian was missing.I found an Obsidian mound before, problem is I forgot where it was, so I had to go around exploring and fighting again... Finally I found it and started mining with my current Drill (Titanium Drill) then I got back to my startup base and crafted several Graphene Ingots. After that I was ready and I could craft my new shiny Graphene Drill! :-]All this without any bugs or CTDs and such (just e few glitches with terrain as always).Did you play the latest 0.9 version?? If not, try it! :)"
29,crash,"Jun 27, 2014 @ 6:45am",Current State of \\\'Beta\\\',"Let me see if I have this straight.You start near a beacon. There is a ship that crashed near the beacon, and only one such ship on the map. The ship, and surrounding area, has a pile of resources and schematics. Most important resources come from killing one of the 4 total enemies in the game. Over and over. You build a forge and need to stand near it to craft certain things. Big items like laser defense or vehicles take hundreds of rare-drop ingots from the 4 monsters, or extreme luck with the boxes near/on your ship. Exploration is a waste of time.. as you will find yourself in basically ENDLESS stone+sand desert biomes with nothing at all of any interest out there. You are just as likely to find any ""rare"" harvestables like guardian, titanium, voltronic and obsidian ore at the near edge of a desert biome, and you are very likely to travel endlessly and see nothing but stone in these deserts if you try to go further. Don\\\'t forget, dying means losing all of your stuff and probably never finding your way back to where you died if anything was there to loot. Say goodbye to your upgraded drills and any of the rare ingots that you\\\'ve harvested from slugs along the way.If you build a base, likely near (but not too close due to a  building restriction) the beacon, since you\\\'ll be able to find it.. you can sit in there and I guess kill the few enemies that spawn at night. You can also just blow the crap out of anything with your shotgun pretty easily, and not even need to build a base.Is that about it right now, as far as what is in the game to do? I want to make sure I\\\'m not missing anything here."
30,crash,"Jun 26, 2014 @ 10:30pm",Deconstruction Tactics,"I\\\'ve made some bad moves in designing a living space. The first was building concrete blocks directly on dirt, now the grass sprites are poking through, and even digging under the house didn\\\'t get rid of layer they\\\'re growing on. The second was using windows, it\\\'s kinda bad without glass, those leech/worm jerks can just crawl in. Third, and worst mistake, was tiling my roof with iron blocks. Making a staircase to the top is kinda hideous now with those panels skewed out everywhere.What am I left with? A functionally bankrupt ugly heep of scrap.So, has anyone found out the best way to deconstruct this sort of mess?Edit: I ended up deleting the world due to some frequent crashes, probably due to updating.But wouldn\\\'t mind some tips for future reference."
31,crash,"Jul 11, 2015 @ 6:17am",Terrain generation and regular server crash and rollback.,"Hi, first off, the terrain generation has a lot of issue, it needs a rework, as when generation occurs multiple layers are loading, each of them having it\\\'s own collision mesh, and that\\\'s far from good for performances, and for the game\\\'s athmosphere.The main issue with it is that you can\\\'t even run and have the terrain loading fast enough for you to be able to run constantly.Now another BIG and even HUGE issue is the constant crashing, that has been here since a while, every 30mn server crash, possibly rollback, and sometimes, when not able to remember player position, it\\\'ll spawn you next to the center shrine. This is a big issue for players evolving in space. When you\\\'re in space with your copter there too, the last thing you want is to get TP to the shrine and have to build a new copter to get in space again.Now i must admit i am deeply disapointed, this constant crash bug has been here since MONTH and haden\\\'t been fixed, not even in the release, nor in the 2 bugfixes after the release. This is insane. Your company made a lot of monney with RoK, the least you could do is to use a bit of it to fix starforge. It\\\'s not a bad game, even though it\\\'s not what was promised. But the constant crash and terrain gen\\\' turn it into one."
