,context,by,when,post
10,crash,#6,"Mar 23, 2013 @ 2:31pm ","LEVEL 6-I played ""Showbiz"" by Muse.  The loading time was 59.32 seconds (that\\\'s almost a minute\\\'s wait to play my favourite song!).-Like Level 5, I\\\'ve set Fatness, Spread, and Salt to 0 on my first run with ""Showbiz.""  Comparisons with the settings will be made later.-The obstacles are actually spaced out pretty well (perhaps ideally for all levels as the minimum gap); however, because the obstacles are really thin, it\\\'s difficult not to hit any of them.-I must say that the white visuals you get when you grind the walls have been very distracting; it might have been because I\\\'ve set the visuals to ""Fastest,"" but I found that the white strips that pass me really block my vision of the nearby area.  I will often crash against the obstacles because of this.-""Showbiz"" is a song that starts slow and quiet, but grows louder and faster as it goes on; the level doesn\\\'t really reflect that; if anything, the visuals are either consistent throughout the song or the fastest and loudest parts get more space instead of obstacles.  The level, therefore, feels antithetical to the song itself."
11,crash,#14,"May 20, 2013 @ 5:23pm ","I\\\'m sorry that I do not have an analysis as complete as everything before this, but I would like to give some feedback that I think you will find useful.VISUALSIt\\\'s been a long time since I played Drop That Beat, but I must say that I really like the new UI; the green honeycomb design really works well in terms of aesthetic and with less interferance.I also like the addition of the little dot (or has it always been there?  It\\\'s been a while) at the center of the screen; it\\\'s nice to have a point of reference.And the white sparks I talked about when I played Level 6 for the first time are still there.  The white sparks are still distracting, especially when I\\\'m attempting to score major points; again, the white sparks can interfere with my sight, and thus I am more likely to crash into things.GAMEPLAYI think the multiplyer is a good system so far; and if you crash, you lose that multiplyer and all potential points.  I think there should be a greater risk, as in if you crash too many times, it\\\'s game over.  I think that\\\'s worth exploring.While I didn\\\'t keep track of the score when I played Falling Down (on the same level no less), I am glad to see that the hyperinflation is reduced.  Still, I think it would be a more fair score if you take off one or two decimal points.  Still, it\\\'s an improvement.I have just finished playing Cave (on the same level, LEVEL 4, all values set to 0 for standard measure), and I am glad that the objects are not as disparate as they used to be.MISCELLANIOUSVolume control is still missing... along with the Options menu.  But at least I can pick a song within the game rather than copy and paste the songs I want.If I have any more comments, I\\\'ll add them here in this thread."
12,crash,"Jun 11, 2013 @ 4:40pm",Level 4 has problems creating levels,"Tried about 25 songs, only two worked. This is not because of the unicode problems, since those songs worked in earlier builds. Game doesn\\\'t crash though, I can just click once after it tells me it failed and I\\\'m back in the main menu, so that\\\'s a plus..."
13,crash,"Jun 6, 2013 @ 7:49pm",More random suggestions,"From what I\\\'ve played so far, a few things came to mind pretty quickly that would be wise to add to the game at some point:Let you manage through directories of music without putting it in the oflder everytime(It takes up space quite fast if you\\\'re someone who downloads a lot of music like me.Another thing would be to have actual recoil from collision with objects.As in, not pass through them while you crash, but rebound off trajectory slightly.Also, did you guys cound on adding textures to blocks that could interact with the song?For example, having parts that go with the song become more illuminated and move like the lines of a heart beat monitor whilst still keeping the looks of what the shape is?Also, for the UI while playing, I personally think it would be nicer to have all the different lines start on the edges of the screen and move out depending on how intense the track is.Another thing would be blocks that move around while you\\\'re close to them,whipping around haphazardly for example, or else having a block grow and have another block being made from in, like that one part in Cows & Cows & Cows where the cow\\\'s neck grows to multiply into mulpiple heads?Also, things that shoot at you at every beat?By the by, if others feel like it, they can post their own suggestions, even if suggestion threads have already been made."
14,crash,        ,"May 10, 2013 @ 1:52pm ","MY FEEDBACK 10/05 - WAFFLES!!!Well, I wanted to give feedback before they got cold...Firstly, LOVING the new scoring system, much better than buzz / groove - shows exactly what you\\\'re getting and loving the counter at the bottom (and the fact it\\\'s that risk / reward, do you jump off and collect the score or keeping racking it up) - would be nice for a some kind of cash noise (kerching) if you pull it off or some kind of negative buzz sound if you don\\\'t...Loving the hexagonal look - very nice, red hexagons when you crash, great...Loving the timer at the top now and the multiplier\\\'s up to five (keep it going!) and love the almost instant drop / desaturation after just a couple of hits (makes it more effective / meaningful)Quickly in terms of levels...L1 - colour overload! for me, it almost seems too close to the front of the screen - so it saturates the blocks mid-distance - ruining the distance effect - it needs to be further away... I personally don\\\'t like it - if you\\\'re going to make it ""in your face"" as much as that (and I reckon this effect would be perfect for L4 - the orange level - as it\\\'s so sprawling / narrow - that you don\\\'t see much else apart from inside cylinders, etc. - so the full screen flash would work better) - then it needs to pulse with the music much closer / better - we\\\'re still quite a way off from that  (but another great idea)!I still think you\\\'ve got it almost spot on with L2 (blue cubes) - the equaliser shape, etc. is perfect and in perfect proportion (and still the most fun level for me) - and it feels the closest to representing the music than the others... love the way things break up or fly in your face just as you reach them - by far the most exciting level!I didn\\\'t mention L3 before (stonehenge) - not a fan to be honest, it\\\'s just too empty - BUT - I think it would be a perfect section (so distinctive) for a quiet section in a music track - if there\\\'s a lull, no beat, etc. stonehenge blends in - really noticeable shift and all that work is still utilised! Like the way the henges pulse to the beat - maybe more shapes / pulsing in other levels to really show off the music link...Going back to L4 - loving the pulsing shapes in the distance (swap colours on L1 for those!) - ramp them up, more pulsing traffic... the problem with L4 for me is to get any sense of music immersion - you have to be outside the structure to see everything pulse... (which renders the level really boring) inside it\\\'s SO busy there\\\'s nothing to visually link it to the music track (good level though, possibly needs a bit more variety in it though) I\\\'d like it to be a pure tunnel - with edges - so you can\\\'t just fly anywhere - almost like the stonehenge idea of playing within a circle - but a lot more claustrophobic...Have to say, loving this game though, it\\\'s like getting a free expansion pack every time you guys update - and watching this game morph and grow is actually just as much fun as playing it!KEEP UP THE AMAZING WORK!!! :)"
15,bug,"July 18th, 2013 -- Ugly Baby Update -- CURING COW RODS","Jul 18, 2013","We spent the last two weeks asking a bunch of questions. What is the game missing? Is there really ever going to be a cure for male pattern baldness? Was that sandwich that I just ate from the fridge mine? No matter! You\\xe2\\x80\\x99re not interested in our thoughts, you\\xe2\\x80\\x99re interested in our progress! FILEBROWSER: We\\xe2\\x80\\x99ve fixed the bug that forgets the last folder you visited. Sorry about that!LEVEL CREATION: WHHHHHHHAT? Yes. Everyone has started putting their fingers into the pie that is level design over here. We thought, why not you too? We added City 5, and kept the uncompiled version of the file in there for you to mess around with it. Perhaps you\\xe2\\x80\\x99ll discover something that we haven\\xe2\\x80\\x99t. If you\\xe2\\x80\\x99re afraid of level design, or programming, or the possibility to change the world, then you can just play the level. As is. Without making it more awesome. That\\xe2\\x80\\x99s cool too.To promote the launch of level creation, we\\xe2\\x80\\x99re going to give away an extra copy of the game to the first five creators that post a video of their level."
16,bug,10,Drop that Beat Like an Ugly Baby Update Released,"July 18th, 2013 -- Ugly Baby Update -- CURING COW RODSWe spent the last two weeks asking a bunch of questions. What is the game missing? Is there really ever going to be a cure for male pattern baldness? Was that sandwich that I just ate from the fridge mine? No matter! Youre not interested in our thoughts, youre interested in our progress! FILEBROWSER: Weve fixed the bug that forgets the last folder you visited. Sorry about that!LEVEL CREATION: WHHHHHHHAT? Yes. Everyone has started putting their fingers into the pie that is level design over here. We thought, why not you too? We added City 5, and kept the uncompiled version of the file in there for you to mess around with it. Perhaps youll discover something that we havent. If youre afraid of level design, or programming, or the possibility to change the world, then you can just play the level. As is. Without making it more awesome. Thats cool too.To promote the launch of level creation, were going to give away an extra copy of the game to the first five creators that post a video of their level."
17,bug,"We\\xe2\\x80\\x99ve been continuing to integrate your feedback into the game. Here\\\'s the latest:GAMEPLAY: We\\xe2\\x80\\x99ve taken two of our levels, and put you in control via the Genetics Lab. When you unlock cities Five and Six, you\\xe2\\x80\\x99re able to control the level\\\'s DNA via three variables: FATNESS, SPREAD and SALT. Take some screenshots or videos of what your levels look like; we\\xe2\\x80\\x99re looking forward to what you guys come up with.FEEDBACK: We\\xe2\\x80\\x99ve temporarily replaced the proximity sensor (the big circle on the screen) with some pretty awesome particle effects that show up when you get close to stuff. We also added some popups to show you when and where you\\xe2\\x80\\x99ve done some stunts. How does it look?VISUALS: Michael just finished laying the groundwork for a new background visualizer. At its very basic level, it allows us to easily animate the background color of the world as you\\xe2\\x80\\x99re flying through it. It also will let us create some animated and awesome background imagery to further enhance your experience. If you have any ideas for visualizers, please feel free to share them.ANALYSIS: There was a last minute improvement to BeatBox, our song analysis tech. This update helps us *much* more accurately detect beats for EDM and bass-heavy songs.One last thing: we\\xe2\\x80\\x99re playing with the idea of letting you rotate yourself within the world. Press the mouse buttons to rotate left or right. How does it feel? Do you think that\\xe2\\x80\\x99d be a fun addition for gameplay? We\\xe2\\x80\\x99ve got a few ideas we\\xe2\\x80\\x99re going to keep under our collective hats right now. Did you notice that Dave was wearing a hat in our video? He always does that.. what\\xe2\\x80\\x99s he hiding under there?As always, tell us what you love, what you hate, and what you\\xe2\\x80\\x99re doing this weekend. (We\\xe2\\x80\\x99ll be at PAX East!)","Mar 20, 2013","March 20th, 2013Update Name: OhNoILostMySpacebarAgainWeve been continuing to integrate your feedback into the game. Here\\\'s the latest:GAMEPLAY: Weve taken two of our levels, and put you in control via the Genetics Lab. When you unlock cities Five and Six, youre able to control the level\\\'s DNA via three variables: FATNESS, SPREAD and SALT. Take some screenshots or videos of what your levels look like; were looking forward to what you guys come up with.FEEDBACK: Weve temporarily replaced the proximity sensor (the big circle on the screen) with some pretty awesome particle effects that show up when you get close to stuff. We also added some popups to show you when and where youve done some stunts. How does it look?VISUALS: Michael just finished laying the groundwork for a new background visualizer. At its very basic level, it allows us to easily animate the background color of the world as youre flying through it. It also will let us create some animated and awesome background imagery to further enhance your experience. If you have any ideas for visualizers, please feel free to share them.ANALYSIS: There was a last minute improvement to BeatBox, our song analysis tech. This update helps us *much* more accurately detect beats for EDM and bass-heavy songs.One last thing: were playing with the idea of letting you rotate yourself within the world. Press the mouse buttons to rotate left or right. How does it feel? Do you think thatd be a fun addition for gameplay? Weve got a few ideas were going to keep under our collective hats right now. Did you notice that Dave was wearing a hat in our video? He always does that.. whats he hiding under there?As always, tell us what you love, what you hate, and what youre doing this weekend. (Well be at PAX East!)=============================================================March 1st, 2013Update Name: The Fattest Baby is the CutestHey everyone!Some gritty details of our work:- Stunts! Nine of them! Build up a huge combo, but be careful to not risk it all!- A level select, and three different levels for you to play in. Tell us what you like about each of them, and which ones you like most.- Performance improvements to balance out the crazy colors that we\\\'ve been throwing into the game.- You can take screenshots now, just hit F12 at any time. They\\\'ll be in the ""Screenshots"" folder in the game directory.- A proximity sensor. A segmented circle shows up where nearby things are to you, and how close you\\\'re getting to them.- Caching for some of our level loading stuff, so you should be seeing faster load times.- Three new songs! (Two from Morgan Packard, and another one from Hybrid Mind Studios)The feedback from you guys has been absolutely awesome so far, development continues to move along. We decided to take a chunk of time and dedicate February to really refining where we want the gameplay to go. This build should show a great base for where we\\\'re going.Previously we had you collect two different types of pickups. One for Signal, which increases your multiplier and beautifies the level, and another simply for points. Some of you mentioned wanting to do more than that, so we took that feedback and folded it into a brand-new stunt system!It builds off of some gameplay reminiscient to Aaaaa! If you pass by an object quickly, you get a buzz. If you pass alongside an object for an extended amount of time, you get a groove. As you build combinations and perturbations of these movements, you\\\'ll be able to discover up to eight different stunts we\\\'ve thrown in, AS A START.We\\\'re pretty excited about this whole thing, we think it\\\'s going to open up a whole new way for you to re-experience and explore your music. Tell us what you think.Known things:- Unicode song names still doesn\\\'t work.=============================================================February 1st, 2013Update Name: Task MasterChangesIchiro says: Our goal was to bump the fun up one notch and get the music-to-level connection up one notch. (We ain\\\'t there yet, but we\\\'re closer!) We\\\'ve started looking at individual songs and considering how they should look in the game. For example, we wanted Enya\\\'s A Day Without Rain to feel open and free, like a toddler who\\\'s simultaneously discovered the twin concepts of nudity and running down the street. So, when the game hears a song that\\\'s low-energy, the playing field opens up all big-like, and the obstacles leave.We\\\'re also just now starting to make different songs feel different in other ways. We run what we call a mutator over a level on certain tracks, so if you try a handful of different ones, you should see some variation between them.Known Issues:- The game still chokes on files with unicode characters. Youll have to rename it in order to play it for now, sorry.- More excuses incoming!=============================================================January 25th, 2013Update Name: Nasty ButlerWe hope you guys had a great new year. We spent some time chewing on your feedback, drinking far too much eggnog, and stretching our legs with the tools that weve built so far. This update continues to focus on making gameplay more fun, and making visuals feel even more visceral.Changelog:- New Mechanics! Collecting signal truly plays into the visual feel of the game now, and affects the multiplier of our brand-spanking-new secondary point pickup. Max out your signal and grab as many points as you can. Point multiplier from 1x to 3x depending on your signal %. (Twist: Signal drains slowly during normal gameplay.)- The level constricts and expands depending on the feel of the song you\\\'re listening to.- Added mousewheel scrolling to the filebrowser- No less than 537 optimizations. The game should run beautifully and smoothly on your toaster.- Added a crosshair, and tweaked the movement and camera angle a good bit. (Protip: Weve added three different crosshairs. Press F1 to toggle between all of them. Tell us which one is your favorite.)Known Issues:- The game still chokes on files with unicode characters. Youll have to rename it in order to play it for now, sorry.- E-mail rshenoy@dejobaan.com with a convincing complaint about all the Reddit spam he\\\'s been putting out. The most convincing person will get an alpha key to Drunken Robot Pornography, because why not.- Thats it, were only allowed to have one bug in the game.=============================================================December 21st, 2012Update Name: Rabid WumpusThat\\\'s two updates in one month. We are not kidding around here. Our focus at the moment is SPEED. Does the game feel like it\\\'s more fun than the first build for its fastness?We\\\'ll make it more fun in other ways as well -- more mechanics, better controls. Maybe WASD or gamepad, as Wuggly says. But right now, think ""speed."" Thanks for reading.Changelog:- Fixed FileBrowser Bugs (see previous thread)- Speed Improvements for slower systems.- Signal Level is displayed on the screen UI during gameplay.- More visual feedback when you level your signal up.- Gameplay speed moves 3x faster.- Added two new sub pattern types (Doom Hoops and Death Elbows!)- Stopped signal pickups from moving.- Don\\\'t allow signal pickups outside of bass tube.- Slowed flower pieces movement speed and amount.- Increased amount of initial signal to pickup when game starts.- Reduced number of pieces in outside bass tube.- Reduced amount and size of debris field type patterns.- Reduced size of star field patterns.- Spicy Mountain Lion- Other misc balancing tweaks to the level to adjust for faster gameplay speed.=============================================================December 19th, 2012Update Name: Alex Is NudeLadies and gents, may I present you with the first playable Steam pre-release build in about 50 billion years.Details:- Lots of research on Procedural Content Generation (PCG).- We re-wrote the game from the ground up in Unity. It\\\'s now all in Unity + Python, making it moddable and wonderful.- There\\\'s a new music analysis engine called BeatBox, which Andy Eiche created. We\\\'re just beginning to make use of this.- The guys from fellow Boston indie studios Zapdot (Michael Carriere) and Hybrid Mind Studios (Dave Evans) are working with us full time now. Michael\\\'s focused on Unity, and Dave and I are focused on the PCG side of things.- In the past year and a half, we\\\'ve tested dozens of mechanics.What you\\\'re seeing is the very first Unity build we\\\'re releasing to the wild. Let us know what you think.NOTE: We\\\'re trying a few new things out in this build. Some will be awesome; some, we\\\'ll want to change.Let us know what you like and feel we could improve."
18,bug,Prism Lizard,"Jul 24, 2013 @ 3:26pm ","I\\\'ve noticed two bugs:1. Scoring for proximity to objects now seems to be flat, rather than scaling up for how close you got without actually hitting it. Previously you could score 500-5000 by buzzing something with a maxed-out multiplier, now it\\\'s just a flat 500. This seems like a pretty big change to not mention if it was intended; it\\\'s cutting my scores by an average of two-thirds. 2. The song browser doesn\\\'t seem to work with folders with more than about 100 items in them. Sometimes it shows subfolders but not files in that directory; other times there\\\'s just the spinning icon with no sign it\\\'s doing anything at all."
19,bug,8-bit_gaming,"May 3, 2015 @ 11:46pm ",it not fair to comaper double fine to this. you may hate df9 but atleast it got made. its far more of a game then whats left of 123 kick it.they also did not reles an update that removed half the game. there was a version of 123 kick it that had a story but that version got replaed by this current crap version.df9 did not get the sales to continue to support it so they wrapped it up and putt finishing touches on it. and have continued to bug support123 kick it was sold orginaly as if it was a full game with no early acess lable or warning. it has recevied fewer updates then df9 had and its been around far longer.it does not even get bug patchs...but theres barly enogh game to get bugs so thats somthing i gusse.pepole just love to hate dublefine even thogh they are very far from the worst in the game industry
20,bug,"Aug 18, 2014 @ 8:32pm","Any chance of a ""nightly build""?","Well, we know that you guys have fixed certain things ""on your end"", but is there any chance we will get a taste of that, bugs and all? I mean, being able to opt into it using steam beta seems like a fair enough choice.I mean, we\\\'ve supported your game, I know it\\\'s early access, but we need to know you guys are at least alive- I know this game is going through development hell, but I think just calling a build ""finished"" for the time being is the best way forward, for all parties involved. Putting a game on ice with a lot of user complaints seems like a bad way to leave a project that a lot of fans love, especially when you guys have actually FIXED a good portion of problems already.. :S"
21,bug,#3,"Jun 8, 2014 @ 7:09pm ","APOC Dirksade, Thanks. That really answers my questions, and I appreciate it. Now I really want it. I do appreciate the warning on Early-Access, though I personally look at things at the current state. If I don\\\'t like the current state of a game, I don\\\'t buy it. I think people are starting to learn that as Steam has now put up warnings saying a game may never finish or can be super buggy."
22,bug,Moonclaw Badger,"Oct 12, 2013 @ 10:10am ","I want to play this game again.Please let this update help those that still have the ""loading failed"" bug!"
23,bug,Dread Empress Zim,"Oct 18, 2013 @ 11:19pm ","First of all, the game is looking amazing. I love the texture work.Now, I know this is just a WIP for the next build, but there are a few things that bothered me:The inertia of the movements. Maybe it is just me, but I find it almost impossible to play. There is so much inertia! If you press the key for an instant, you won\\\'t move; if you press it longer you are sent flying towards every building on the screen and you won\\\'t stop easily (hey, maybe the buildings should stop you?).(EDIT: OH, no wonder I find the movement so weird. You played with the mouse before)In the third level buildings will move towards you and you will have very little time to react, I remember, though I could be wrong, that once or twice a building moved into me as I was groving it. It is very frustrating.I think grooves should last longer. If I am groving one block and there is a short gap, the groove will go away.I got a buggy bug bug: http://steamcommunity.com/id/LeZim/screenshot/540722836626691588I got it twice, on different levels, but I didn\\\'t manage to figure out what conditions cause it.Keep up the great work guys!"
24,bug,EndlessEden,"Oct 19, 2013 @ 12:04am ","Everything looks beautiful, I love the description for the levels, the UI is so crisp and futuristic, although I prefered how my HUD used to look when I buzzed past things.On a side note, I agree with everyone else in implementing the WASD keys, for me at least, has rendered your game unplayable, I loved the quick reactions and snaps I could do with the mouse, and the precision was to die for. I\\\'d love to test your game and weed out any bugs, and I was SUPER excited to see the update and all the new levels, but playing with WASD now makes it a very unenjoyable experience."
25,bug,Cadey,"Oct 19, 2013 @ 12:40am ","I seem to get hit at random sometimes. I don\\\'t know if there are just objects I\\\'m not seeing (which I checked, trust me, I even deliberately ran into things that might be hitting be and they don\\\'t actually do damage) or if there\\\'s some bug where you randomly get hit and lose all banked score. This was happening on Cambridge Underground really badly, but even happened during the tutorial.I also have the same problems other people have. Don\\\'t like the new controls, do like the new UI, don\\\'t like having to log in every time I play a level."
26,bug,"Nov 1, 2013 @ 3:04pm","November 1st, 2013 -- Ugly Baby Update","Whew, getting closer!Brand new Game UI, showcasing our new multiplier system. It was our mission to objectively add some challenging goals. Your best score is kept on a per-level basis. For levels that you stick your own music into, see what song you can plug in to get the best score!When playing, your suit can only take three collisions before you lose signal. Be careful.Added 3 new levels to the world map! Look for Central Sky, Central Sky Open, and Binaural Beats. Continued tweaking existing levels by adding collectibles and hackables. Midground objects added to a few levels to help fill in the environmental feel a bit.Check out the Virtual BASE level for some metadata about the song you\\xe2\\x80\\x99re playing. Meta!We also were able to throw in a handful of bug fixes and small requests that you guys have\\xe2\\x80\\xa6 well\\xe2\\x80\\xa6 requested. Invert mouse support is in, but you need to start the game with the -invert argument. We\\xe2\\x80\\x99ll get some UI in for that soon.Love,TEAMUB"
27,bug,HTML_Earth,"Nov 1, 2013 @ 6:14pm ","The groove counter seems to be bugged. Instead of counting up during long grooves, it just occasionally adds a second when I scan an object.Or is it only certain objects you can groove?"
28,bug,#8,"Nov 1, 2013 @ 6:46pm ","Originally posted by HTML_Earth:The groove counter seems to be bugged. Instead of counting up during long grooves, it just occasionally adds a second when I scan an object.Or is it only certain objects you can groove? Yeah, we noticed that bug a bit too late this evening to fix it. It is meant to count up every 0.5sec. It currently just counts up once on the objective hex when the groove begins. Doh! It\\\'s on our list for the next fix. Thanks for the report, good to know you are paying attention. ;-) I will say though that you are getting the correct amount of TBs (score) for it though!"
29,bug,"Oct 19, 2013 @ 4:17am",New Review 3.0(?),"So, as ever, I wanted to give people (and maybe if they\\\'re reading - the developers) a quick insight into what I thought, as I\\\'ve been following this for a good few months now and returned to it after the latest update...Firstly, to avoid scouring through my ramblings - the obvious glitches / bugs...The multiplier. It\\\'s broken. If you crash into walls it goes up and if you keep on flying and not hitting anything, it goes down. Clearly it was programmed so that when you fly into \\\'collectibles\\\' it goes up... but it also works when you hit something!Second glitch? Collectibles. When you auto-generate a level with your music; 5.6, 3.2 open worlds in particular - there aren\\\'t any. So no multiplier. Unless you hit walls and then get some.Final gripe? ""return to desktop"" - argh, after each level you go back to main menu, have to log in again and then scroll to where you were.. not ideal!Oh and side point gripe - WASD - wasn\\\'t a problem except it didn\\\'t work! WS up and and down did - left/right I had to use mouse buttons, but I mapped everything via Pinnacle and used controller - much more fun that way!Okay..Onto the levels...Certainly the game has never looked better, 3.1 is amazing with the flying traffic, 5.0 looks lovely and there are some great ideas in 5.2. I do like the tunnel of 5.4 - but slightly repetitive and the colour of the tunnel, seems to jar with the neon stuff inside (it almost looks like an old empty picture frame..) but that might be just me..I see we\\\'ve gone from ""the world reacting to your music"" i.e. pulsing to the beat, colours changing, etc. to ""the world generated by your music"" - more like Space Invaders Infinity - which is kind of fine by me, but not really what was suggested when I got it, no biggie though, but there\\\'s now zero connection to what you\\\'re listening to and the blocks around you, which makes the levels feel a little lifeless to be honest. They\\\'re missing that crazy pulsing equaliser type effect.. but still very playable!5.0 looks nice but not much to do same with 5.6 - I assume the V.01 and V.2 are to progress some kind of story as there\\\'s literally nothing to do in those... I would have liked to play my music on all the levels - just for the variety (I swear if I have to listen to \\\'future shock\\\' one more time I may have to go on a retro city rampage) but the shame of that is 3.0 level is actually fun and there\\\'s more to do in that (on mute) than a lot of the other levels...And that\\\'s my biggest gripe I guess, it\\\'s never looked lovelier, it\\\'s never been slicker, the addition of collectibles is GREAT - love that for the multiplier idea (once fixed) - I like the fact it\\\'s harder to get grinds against walls, I like using a controller, it gives a wobbliness to controls so you can\\\'t be so exact, I like the new menu systems, there\\\'s a lot there I like (new aesthetics / blocks look lovely, the backgrounds are great) - it\\\'s all very nice.. and you know there\\\'s a ""but"" coming... this iteration really has the least amount of player interaction in what you can do WITHIN LEVELS - and that\\\'s the worrying thing... I auto-generated a good few levels with different songs and it generally ended up being a block of squares in the middle of the screen or the tunnel (oh yes, tunnel \\\'glitch\\\' is that you can\\\'t collect your score in the square tunnels until you fly out as it keeps adding to your score, no chance to actually collect points you\\\'ve earned - a bit odd)... so yes... great progress technically, but from a player\\\'s point of view, several steps back... and now no connection to music / level, I\\\'m not sure how this can be marketed... or it\\\'ll need to be marketed slightly differently...Will I stick with it? Of course! I want to see how it grows! Will I be getting Audiosurf 2 to see how levels link with music? I\\\'m afraid so... I didn\\\'t want to, 1,2,3 isn\\\'t quite giving me what it put on the can at the start, but it\\\'s certainly a fun diversion... and well worth purchasing, as long as you understand what you\\\'re getting.."
30,bug,Eoks,"Jul 4, 2013 @ 5:08am ","Hey, there is a bug with changing colors in the game. If I remember correctly, it was supposed to start from grayscale and change to \\\'full color blast\\\' when scored higher score multiplier. "
31,bug,#10,"Jul 4, 2013 @ 5:14am ","Originally posted by Eox:Hey, there is a bug with changing colors in the game. If I remember correctly, it was supposed to start from grayscale and change to \\\'full color blast\\\' when scored higher score multiplier. :burger: I just bought i few days earlier, but at least since that, it\\\'s colored, being mono when i hit something. But i think it will be good this way you\\\'re saying."
32,bug,"New menu looks nice but is less stright forward.Idea to improve it.There is also an issue with 3.1-3.3 not havign a preview to help remind players which mode is which.http://steamcommunity.com/sharedfiles/filedetails/?id=157506140Also, the scroll bar on the file browser is nice, but it\\\'s a hastle having to go back to my music folder after each song.","Jul 3, 2013 @ 5:42pm","Originally posted by Zerox:Also, the scroll bar on the file browser is nice, but it\\\'s a hastle having to go back to my music folder after each song. That\\\'s a bug. I\\\'ll get that fixed."
33,bug,"Jul 4, 2013 @ 12:42pm",Questions to Dev\\\'s,"Thought I\\\'d start this thread as a direct response to another thread containing legitimate concerns (that hitherto have not been addressed) being locked - while the original thread was rather casual & ligh-hearted, having it censored does remove all senses of humour regarding concerns raised. I\\\'d appreciate an answer to the following questions when possible;Why is this product - which was previously released - now in early access form? If the reason being is to update the exsisting title, why bother reverting to an early access state, as oppossed to just releasing the update when it is complete? I find it slightly insulting that this product is now marketed as in a beta state yet charges seemingly full-price for what amounts to an incomplete experience with an optional medium to report bugs. More importantly, your game is currently falsely advertising a feature that is not available; on your steam store page it clearly states this title comes with ""Steam Achievements"" (plural) when in-fact the games current state does not include this feature as-well as the content that supported it & as your representatives suggest may not ever be available unless there is sufficant public interest.This culminated in me re-acquiring ths files for this title specifically to attempt to obtain the achievement (as advertised) where I spend about 45 minutes playing this game & browsing various media in attempts to access the relevant (currently unavailable) content. Now I am seriously contemplating filing a ticket with Steam - that failing I may also consider lodging a complaint with the FTC or appropriate trade commission. My hopes would be that games could be more accurately represented & ideally should never display features that it does not have, also, where appropriate, perhaps a notice or disclaimer of sorts could be rendered for consumer benefit (I mean that\\\'s what\\\'s important here, right?) again in the hopes that consumers are better informed & in this case potentially avoid wasting time looking for something that isn\\\'t there. It\\\'s about the principal now. "
34,bug,Cold Deck? ...,"Jul 4, 2013 @ 11:49pm ","The way Dejobaan handled Ugly Baby put quite some people against them. That is one of the reasons why I never bought the game even though I\\\'m a big fan of AaAaAa. I do emphatize with you and with the people that have been waiting all this time for the game. At least now there\\\'s more hope :)Still, I\\\'ve been following Ugly Baby since I first found out about it in 2011, so I can try to answer your questions:Originally posted by D r a g o n:Why is this product - which was previously released - now in early access form? If the reason being is to update the exsisting title, why bother reverting to an early access state, as oppossed to just releasing the update when it is complete? --> Ever since the game was made available for purchase, it was stated in the store page that what you were buying was a pre-release version of the game and that you would get the full game once it was completed. Source: http://web.archive.org/web/20121101174243/http://store.steampowered.com/app/15540--> Though Early Access did not exist then (when the game was made available for purchase,  more than 2 years ago), it was never marketed as a complete product. Given that, and once the game is still not finished, the decision to move the game to Early Access makes sense. It would not make sense to keep selling an alpha/beta game outside of Early Access now that this mode exists.--> The game has been completely remodelled in such a way that the previous build, which contained the content for the achievement, and that had been made available for download still in 2011, has been completely discontinued. The store page description is wrong when it comes to the achievement and it must be updated so that it will not be misleading to anybody anymore. It is unfortunate that you lost a lot of time trying to get it. Still, again, this is a game still in development, it should be expected that a lot of things are missing and you should lower your expectations in regards to how fun or complete the game actually is - if you cannot focus on giving the devs feedback, on reporting bugs or suggesting new features, uninstall it and wait more time (not so nice, I know, but you have no other option)."
35,bug,#1,"Jul 5, 2013 @ 2:38am ","Originally posted by Cold Deck? ...:Still, again, this is a game still in development, it should be expected that a lot of things are missing and you should lower your expectations in regards to how fun or complete the game actually is - if you cannot focus on giving the devs feedback, on reporting bugs or suggesting new features, uninstall it and wait more time (not so nice, I know, but you have no other option). Okay, appreciate the time & concise answers. I didn\\\'t expect any answers from the dev\\\'s dispite having refrained from all choice words, for the sake of any sensitivities - so that\\\'s what they get... ;p Did not know it was released as stating incompele - guess it\\\'s the last listing on ""key features"" lol Not even sure how I got this game TBH - it might have even been a freebie or I may have got a coupon form an event (this is ringing a bell)... It\\\'s beside the point; in which alternate reality is it attractive to have early access to a game (consumers one & only benefit, seemingly), that is nowhere near finished - & in some cases not even fit for purpose? - & for about 2 years now! Anyway, I\\\'m just obversing some worrying trends develop; with things like War Z, Aliens Colonial Marines & now there\\\'s this early access thing. When the formula for success still remains the same; make fun games! that are functional / complete - they will sell. I mean you don\\\'t go to a resturant pay for a meal in advance, recieve half of it & the rest 2 hours later when the chef finishes...  FFS people @ least discount the price on early access titles - hey! it may even habour a more co-operative player base of bug reporters & your precious customers aren\\\'t left feeling fisted by an elephant... Now this speaks to the crux of the issues here; my options as a paying (I assume) consumer of digital content / product; either un-install & move on or play the what 4 levels? & provide constructive feed-back / report bugs... How bout get tae f*ck! :DI mean come on... ""key feature"" - game is in beta... LMAO! "
36,bug,mcarriere,"Jul 5, 2013 @ 4:59am ","Yup, the fact that it\\\'s not remembering the last known directory is a bug, we\\\'re going to fix that for the next build. Thanks!"
